protein1,protein2,tm_score,sequence_divergence,patristic_distance,protein1_cluster,protein2_cluster,cluster_key
P005093013422_Drosophila_sechellia_part1_of1,P005097008429_Drosophila_subobscura_part2_of2,0.83501,0.6666666666666667,1.957686556,Cluster_2,Cluster_3,Cluster_2_Cluster_3
P005093013422_Drosophila_sechellia_part1_of1,P005097009271_Drosophila_subobscura_part1_of1,0.89529,0.184,0.235054468,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005093013422_Drosophila_sechellia_part1_of1,P005098006594_Drosophila_subpulchrella_part1_of2,0.94388,0.0719999999999999,0.078440897,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005093013422_Drosophila_sechellia_part1_of1,P005098006594_Drosophila_subpulchrella_part2_of2,0.84248,0.7119341563786008,2.449392603,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005093013422_Drosophila_sechellia_part1_of1,P005099002466_Drosophila_suzukii_part1_of1,0.83792,0.7201646090534979,2.456700955,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005093013422_Drosophila_sechellia_part1_of1,P005099007453_Drosophila_suzukii_part1_of1,0.89289,0.0839999999999999,0.098750675,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005093013422_Drosophila_sechellia_part1_of1,P005100011380_Drosophila_takahashii_part1_of2,0.90782,0.0799999999999999,0.0901950669999999,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005093013422_Drosophila_sechellia_part1_of1,P005100011380_Drosophila_takahashii_part2_of2,0.85512,0.7119341563786008,2.454546891,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005093013422_Drosophila_sechellia_part1_of1,P005101009090_Drosophila_teissieri_part1_of1,0.93216,0.028,0.0273601549999999,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005093013422_Drosophila_sechellia_part1_of1,P005101009092_Drosophila_teissieri_part1_of1,0.83541,0.6954732510288066,2.454664438,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005093013422_Drosophila_sechellia_part1_of1,P005102009205_Drosophila_virilis_part1_of1,0.94506,0.1726907630522088,0.319983486,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005093013422_Drosophila_sechellia_part1_of1,P005102009206_Drosophila_virilis_part1_of1,0.85325,0.6735537190082644,1.982756697,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005093013422_Drosophila_sechellia_part1_of1,P005103011421_Drosophila_willistoni_part1_of1,0.84912,0.6885245901639344,2.178167302,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005093013422_Drosophila_sechellia_part1_of1,P005103011422_Drosophila_willistoni_part1_of1,0.95892,0.176,0.2368445659999999,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005093013422_Drosophila_sechellia_part1_of1,Q9VBV3_Drosophila_melanogasterREF_part1_of1,0.84228,0.7037037037037037,2.456416528,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005093013423_Drosophila_sechellia_part1_of1,B4KE22_Drosophila_mojavensisREF_part1_of1,0.92592,0.7813765182186234,3.249059231,Cluster_1,Cluster_4,Cluster_1_Cluster_4
P005093013423_Drosophila_sechellia_part1_of1,P005064008787_Drosophila_albomicans_part1_of2,0.95427,0.4453441295546558,0.978724617,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005093013423_Drosophila_sechellia_part1_of1,P005064008787_Drosophila_albomicans_part2_of2,0.88541,0.5121951219512195,1.346675704,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005093013423_Drosophila_sechellia_part1_of1,P005064013138_Drosophila_albomicans_part1_of1,0.87296,0.6900826446280992,2.492669383,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005093013423_Drosophila_sechellia_part1_of1,P005065001328_Drosophila_ananassae_part1_of2,0.9087,0.3185483870967742,0.5033192230000001,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005093013423_Drosophila_sechellia_part1_of1,P005065001328_Drosophila_ananassae_part2_of2,0.89537,0.688259109311741,2.366740602,Cluster_1,Cluster_3,Cluster_1_Cluster_3
P005093013423_Drosophila_sechellia_part1_of1,P005065003751_Drosophila_ananassae_part1_of1,0.88642,0.7037037037037037,2.454705479,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005093013423_Drosophila_sechellia_part1_of1,P005066011807_Drosophila_arizonae_part1_of2,0.87866,0.6942148760330579,2.563344208,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005093013423_Drosophila_sechellia_part1_of1,P005066011807_Drosophila_arizonae_part2_of2,0.84542,0.4458874458874459,0.969514805,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005093013423_Drosophila_sechellia_part1_of1,P005067004171_Drosophila_biarmipes_part1_of1,0.88013,0.7119341563786008,2.478821424,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005093013423_Drosophila_sechellia_part1_of1,P005067004172_Drosophila_biarmipes_part1_of1,0.91706,0.2056451612903226,0.246835079,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005093013423_Drosophila_sechellia_part1_of1,P005068011778_Drosophila_bipectinata_part1_of2,0.85585,0.6954732510288066,2.447362629,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005093013423_Drosophila_sechellia_part1_of1,P005068011778_Drosophila_bipectinata_part2_of2,0.89803,0.3306451612903226,0.5380481370000001,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005093013423_Drosophila_sechellia_part1_of1,P005070006661_Drosophila_bunnanda_part1_of1,0.89108,0.3362831858407079,0.5011625980000001,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005093013423_Drosophila_sechellia_part1_of1,P005070006662_Drosophila_bunnanda_part1_of1,0.88674,0.691358024691358,2.387600969,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005093013423_Drosophila_sechellia_part1_of1,P005071004180_Drosophila_busckii_part1_of1,0.84746,0.6933333333333334,2.450477746,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005093013423_Drosophila_sechellia_part1_of1,P005071007432_Drosophila_busckii_part1_of1,0.88663,0.4513274336283186,1.061128123,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005093013423_Drosophila_sechellia_part1_of1,P005072008715_Drosophila_elegans_part1_of1,0.88322,0.7037037037037037,2.458073929,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005093013423_Drosophila_sechellia_part1_of1,P005072008716_Drosophila_elegans_part1_of1,0.91992,0.1935483870967742,0.221897464,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005093013423_Drosophila_sechellia_part1_of1,P005073012561_Drosophila_erecta_part1_of1,0.92131,0.0604838709677418,0.066161264,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005093013423_Drosophila_sechellia_part1_of1,P005074010565_Drosophila_eugracilis_part1_of1,0.94063,0.1733870967741935,0.219162636,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005093013423_Drosophila_sechellia_part1_of1,P005074010571_Drosophila_eugracilis_part1_of1,0.88736,0.7037037037037037,2.432044977,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005093013423_Drosophila_sechellia_part1_of1,P005075007245_Drosophila_ficusphila_part1_of1,0.84826,0.7119341563786008,2.48402006,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005093013423_Drosophila_sechellia_part1_of1,P005076010725_Drosophila_grimshawi_part1_of1,0.7714,0.5274261603375527,1.177996276,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005093013423_Drosophila_sechellia_part1_of1,P005076010744_Drosophila_grimshawi_part1_of1,0.86319,0.7066115702479339,2.562916897,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005093013423_Drosophila_sechellia_part1_of1,P005076010745_Drosophila_grimshawi_part1_of1,0.93502,0.4430894308943089,0.969899249,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005093013423_Drosophila_sechellia_part1_of1,P005077009626_Drosophila_guanche_part1_of1,0.92701,0.4354838709677419,0.901251897,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005093013423_Drosophila_sechellia_part1_of1,P005077011090_Drosophila_guanche_part1_of1,0.88869,0.4354838709677419,0.901251897,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005093013423_Drosophila_sechellia_part1_of1,P005077011621_Drosophila_guanche_part1_of1,0.85545,0.6872427983539094,2.367978307,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005093013423_Drosophila_sechellia_part1_of1,P005078005510_Drosophila_hydei_part1_of1,0.92072,0.4471544715447154,1.04825529,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005093013423_Drosophila_sechellia_part1_of1,P005078006118_Drosophila_hydei_part1_of1,0.85153,0.6983471074380165,2.533048797,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005093013423_Drosophila_sechellia_part1_of1,P005079010340_Drosophila_innubila_part1_of1,0.86338,0.5365853658536586,1.430251732,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005093013423_Drosophila_sechellia_part1_of1,P005079011844_Drosophila_innubila_part1_of2,0.8899,0.6983471074380165,2.4895711890000003,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005093013423_Drosophila_sechellia_part1_of1,P005079011844_Drosophila_innubila_part2_of2,0.88093,0.4342105263157895,0.968594811,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005093013423_Drosophila_sechellia_part1_of1,P005080010494_Drosophila_ironensis_part1_of1,0.88887,0.6995884773662551,2.461130612,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005093013423_Drosophila_sechellia_part1_of1,P005080010499_Drosophila_ironensis_part1_of1,0.89178,0.3451327433628318,0.6116273210000001,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005093013423_Drosophila_sechellia_part1_of1,P005080012110_Drosophila_ironensis_part1_of1,0.9015,0.3534482758620689,0.601347366,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005093013423_Drosophila_sechellia_part1_of1,P005081003743_Drosophila_kikkawai_part1_of3,0.87767,0.691358024691358,2.390258655,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005093013423_Drosophila_sechellia_part1_of1,P005081003743_Drosophila_kikkawai_part2_of3,0.80464,0.354066985645933,0.5953942489999999,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005093013423_Drosophila_sechellia_part1_of1,P005081003743_Drosophila_kikkawai_part3_of3,0.89808,0.340080971659919,0.469104183,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005093013423_Drosophila_sechellia_part1_of1,P005081004694_Drosophila_kikkawai_part1_of1,0.89397,0.3562753036437247,0.570290532,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005093013423_Drosophila_sechellia_part1_of1,P005082012188_Drosophila_mauritiana_part1_of1,0.87259,0.7037037037037037,2.448620352,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005093013423_Drosophila_sechellia_part1_of1,P005082012529_Drosophila_mauritiana_part1_of1,0.9694,0.0120967741935483,0.011721003,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005093013423_Drosophila_sechellia_part1_of1,P005083008909_Drosophila_melanogaster_part1_of1,0.88497,0.7037037037037037,2.452495495,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005093013423_Drosophila_sechellia_part1_of1,P005083008910_Drosophila_melanogaster_part1_of1,0.93598,0.0040322580645161,0.003891379,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005093013423_Drosophila_sechellia_part1_of1,P005084006084_Drosophila_miranda_part1_of1,0.93591,0.4314516129032257,0.837087151,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005093013423_Drosophila_sechellia_part1_of1,P005084006085_Drosophila_miranda_part1_of1,0.89198,0.6954732510288066,2.336832689,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005093013423_Drosophila_sechellia_part1_of1,P005085005288_Drosophila_mojavensis_part1_of1,0.86416,0.6900826446280992,2.56919245,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005093013423_Drosophila_sechellia_part1_of1,P005085005289_Drosophila_mojavensis_part1_of1,0.90148,0.4688796680497925,1.01829467,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005093013423_Drosophila_sechellia_part1_of1,P005086002813_Drosophila_navojoa_part1_of1,0.8748,0.6900826446280992,2.554287661,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005093013423_Drosophila_sechellia_part1_of1,P005086003013_Drosophila_navojoa_part1_of1,0.9341,0.4471544715447154,0.981031272,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005093013423_Drosophila_sechellia_part1_of1,P005087007713_Drosophila_novamexicana_part1_of1,0.91042,0.4471544715447154,1.088224223,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005093013423_Drosophila_sechellia_part1_of1,P005087007760_Drosophila_novamexicana_part1_of1,0.8855,0.6983471074380165,2.512611483,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005093013423_Drosophila_sechellia_part1_of1,P005087007761_Drosophila_novamexicana_part1_of1,0.91947,0.4349593495934959,0.976713404,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005093013423_Drosophila_sechellia_part1_of1,P005088004783_Drosophila_obscura_part1_of1,0.95503,0.4233870967741935,0.885237942,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005093013423_Drosophila_sechellia_part1_of1,P005088004859_Drosophila_obscura_part1_of1,0.88425,0.7172131147540983,2.296998103,Cluster_1,Cluster_3,Cluster_1_Cluster_3
P005093013423_Drosophila_sechellia_part1_of1,P005088004876_Drosophila_obscura_part1_of1,0.89387,0.6954732510288066,2.363940128,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005093013423_Drosophila_sechellia_part1_of1,P005089006354_Drosophila_persimilis_part1_of1,0.95378,0.4233870967741935,0.8331341640000001,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005093013423_Drosophila_sechellia_part1_of1,P005089006356_Drosophila_persimilis_part1_of1,0.8737,0.6954732510288066,2.336832689,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005093013423_Drosophila_sechellia_part1_of1,P005091006300_Drosophila_rhopaloa_part1_of1,0.85458,0.6995884773662551,2.472911416,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005093013423_Drosophila_sechellia_part1_of1,P005092009946_Drosophila_santomea_part1_of1,0.88331,0.6995884773662551,2.476063386,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005093013423_Drosophila_sechellia_part1_of1,P005092009948_Drosophila_santomea_part1_of1,0.93444,0.0483870967741935,0.0601741149999999,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005093013423_Drosophila_sechellia_part1_of1,P005093013422_Drosophila_sechellia_part1_of1,0.84612,0.7037037037037037,2.452525159,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005093013423_Drosophila_sechellia_part1_of1,P005095004731_Drosophila_setifemur_part1_of1,0.88876,0.6967213114754098,2.472569165,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005093013423_Drosophila_sechellia_part1_of1,P005095011902_Drosophila_setifemur_part1_of1,0.8446,0.3333333333333333,0.548243485,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005093013423_Drosophila_sechellia_part1_of1,P005095011903_Drosophila_setifemur_part1_of1,0.89158,0.3346938775510204,0.567906211,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005093013423_Drosophila_sechellia_part1_of1,P005097008429_Drosophila_subobscura_part1_of2,0.93086,0.4193548387096774,0.858019182,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005093013423_Drosophila_sechellia_part1_of1,P005097008429_Drosophila_subobscura_part2_of2,0.90537,0.6967213114754098,2.267208205,Cluster_1,Cluster_3,Cluster_1_Cluster_3
P005093013423_Drosophila_sechellia_part1_of1,P005097009271_Drosophila_subobscura_part1_of1,0.89205,0.6954732510288066,2.349791691,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005093013423_Drosophila_sechellia_part1_of1,P005098006594_Drosophila_subpulchrella_part1_of2,0.88121,0.7172131147540983,2.468282076,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005093013423_Drosophila_sechellia_part1_of1,P005098006594_Drosophila_subpulchrella_part2_of2,0.92878,0.1653225806451612,0.175783612,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005093013423_Drosophila_sechellia_part1_of1,P005099002466_Drosophila_suzukii_part1_of1,0.91739,0.1774193548387096,0.183091964,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005093013423_Drosophila_sechellia_part1_of1,P005099007453_Drosophila_suzukii_part1_of1,0.89067,0.709016393442623,2.488591854,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005093013423_Drosophila_sechellia_part1_of1,P005100011380_Drosophila_takahashii_part1_of2,0.85496,0.7049180327868853,2.480036246,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005093013423_Drosophila_sechellia_part1_of1,P005100011380_Drosophila_takahashii_part2_of2,0.91827,0.157258064516129,0.1809378999999999,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005093013423_Drosophila_sechellia_part1_of1,P005101009090_Drosophila_teissieri_part1_of1,0.8825,0.6995884773662551,2.464342344,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005093013423_Drosophila_sechellia_part1_of1,P005101009092_Drosophila_teissieri_part1_of1,0.93079,0.0443548387096773,0.048334813,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005093013423_Drosophila_sechellia_part1_of1,P005102009205_Drosophila_virilis_part1_of1,0.87688,0.6983471074380165,2.512611483,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005093013423_Drosophila_sechellia_part1_of1,P005102009206_Drosophila_virilis_part1_of1,0.9419,0.4430894308943089,1.003449362,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005093013423_Drosophila_sechellia_part1_of1,P005103011421_Drosophila_willistoni_part1_of1,0.92683,0.5142857142857142,1.198859967,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005093013423_Drosophila_sechellia_part1_of1,P005103011422_Drosophila_willistoni_part1_of1,0.86563,0.6872427983539094,2.429472563,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005093013423_Drosophila_sechellia_part1_of1,Q9VBV3_Drosophila_melanogasterREF_part1_of1,0.97037,0.0040322580645161,0.003891379,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005095004731_Drosophila_setifemur_part1_of1,B4KE22_Drosophila_mojavensisREF_part1_of1,0.86986,0.7327935222672064,2.429227192,Cluster_2,Cluster_4,Cluster_2_Cluster_4
P005095004731_Drosophila_setifemur_part1_of1,P005064008787_Drosophila_albomicans_part1_of2,0.8878,0.6680327868852459,1.978075958,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005095004731_Drosophila_setifemur_part1_of1,P005064008787_Drosophila_albomicans_part2_of2,0.86951,0.7283950617283951,2.182074871,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005095004731_Drosophila_setifemur_part1_of1,P005064013138_Drosophila_albomicans_part1_of1,0.90134,0.2248995983935743,0.320085392,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005095004731_Drosophila_setifemur_part1_of1,P005065001328_Drosophila_ananassae_part1_of2,0.87627,0.6926229508196722,2.440763152,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005095004731_Drosophila_setifemur_part1_of1,P005065001328_Drosophila_ananassae_part2_of2,0.87529,0.6987951807228916,2.077262959,Cluster_2,Cluster_3,Cluster_2_Cluster_3
P005095004731_Drosophila_setifemur_part1_of1,P005065003751_Drosophila_ananassae_part1_of1,0.90234,0.144,0.181864308,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005095004731_Drosophila_setifemur_part1_of1,P005066011807_Drosophila_arizonae_part1_of2,0.91109,0.2369477911646585,0.390760217,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005095004731_Drosophila_setifemur_part1_of1,P005066011807_Drosophila_arizonae_part2_of2,0.83223,0.6491228070175439,1.968866146,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005095004731_Drosophila_setifemur_part1_of1,P005067004171_Drosophila_biarmipes_part1_of1,0.91673,0.144,0.180851429,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005095004731_Drosophila_setifemur_part1_of1,P005067004172_Drosophila_biarmipes_part1_of1,0.89485,0.7049180327868853,2.540488076,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005095004731_Drosophila_setifemur_part1_of1,P005068011778_Drosophila_bipectinata_part1_of2,0.9024,0.14,0.174521458,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005095004731_Drosophila_setifemur_part1_of1,P005068011778_Drosophila_bipectinata_part2_of2,0.86926,0.7049180327868853,2.475492066,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005095004731_Drosophila_setifemur_part1_of1,P005070006661_Drosophila_bunnanda_part1_of1,0.86066,0.6933333333333334,2.628167851,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005095004731_Drosophila_setifemur_part1_of1,P005070006662_Drosophila_bunnanda_part1_of1,0.91655,0.124,0.152175324,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005095004731_Drosophila_setifemur_part1_of1,P005071004180_Drosophila_busckii_part1_of1,0.88431,0.163716814159292,0.277893755,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005095004731_Drosophila_setifemur_part1_of1,P005071007432_Drosophila_busckii_part1_of1,0.85496,0.7035398230088495,2.060479464,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005095004731_Drosophila_setifemur_part1_of1,P005072008715_Drosophila_elegans_part1_of1,0.91787,0.128,0.160103934,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005095004731_Drosophila_setifemur_part1_of1,P005072008716_Drosophila_elegans_part1_of1,0.88796,0.6967213114754098,2.474446065,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005095004731_Drosophila_setifemur_part1_of1,P005073012561_Drosophila_erecta_part1_of1,0.86087,0.6967213114754098,2.492534895,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005095004731_Drosophila_setifemur_part1_of1,P005074010565_Drosophila_eugracilis_part1_of1,0.8919,0.6967213114754098,2.512815633,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005095004731_Drosophila_setifemur_part1_of1,P005074010571_Drosophila_eugracilis_part1_of1,0.91738,0.128,0.134074982,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005095004731_Drosophila_setifemur_part1_of1,P005075007245_Drosophila_ficusphila_part1_of1,0.89702,0.128,0.186050065,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005095004731_Drosophila_setifemur_part1_of1,P005076010725_Drosophila_grimshawi_part1_of1,0.78337,0.7136752136752137,2.299026859,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005095004731_Drosophila_setifemur_part1_of1,P005076010744_Drosophila_grimshawi_part1_of1,0.90474,0.2137096774193548,0.390332906,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005095004731_Drosophila_setifemur_part1_of1,P005076010745_Drosophila_grimshawi_part1_of1,0.88252,0.7037037037037037,2.090929832,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005095004731_Drosophila_setifemur_part1_of1,P005077009626_Drosophila_guanche_part1_of1,0.88354,0.6926229508196722,2.400657824,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005095004731_Drosophila_setifemur_part1_of1,P005077011090_Drosophila_guanche_part1_of1,0.85987,0.6926229508196722,2.400657824,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005095004731_Drosophila_setifemur_part1_of1,P005077011621_Drosophila_guanche_part1_of1,0.90207,0.18,0.27328509,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005095004731_Drosophila_setifemur_part1_of1,P005078005510_Drosophila_hydei_part1_of1,0.88423,0.6775510204081633,2.047606631,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005095004731_Drosophila_setifemur_part1_of1,P005078006118_Drosophila_hydei_part1_of1,0.89983,0.2329317269076305,0.360464806,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005095004731_Drosophila_setifemur_part1_of1,P005079010340_Drosophila_innubila_part1_of1,0.87732,0.6831275720164609,2.265650899,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005095004731_Drosophila_setifemur_part1_of1,P005079011844_Drosophila_innubila_part1_of2,0.92407,0.1967871485943775,0.316987198,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005095004731_Drosophila_setifemur_part1_of1,P005079011844_Drosophila_innubila_part2_of2,0.84036,0.6578947368421053,1.967946152,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005095004731_Drosophila_setifemur_part1_of1,P005080010494_Drosophila_ironensis_part1_of1,0.91588,0.152,0.188289441,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005095004731_Drosophila_setifemur_part1_of1,P005080010499_Drosophila_ironensis_part1_of1,0.8613,0.7288888888888889,2.54907125,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005095004731_Drosophila_setifemur_part1_of1,P005080012110_Drosophila_ironensis_part1_of1,0.87517,0.6883116883116883,2.630424969,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005095004731_Drosophila_setifemur_part1_of1,P005081003743_Drosophila_kikkawai_part1_of3,0.88503,0.1159999999999999,0.15483301,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005095004731_Drosophila_setifemur_part1_of1,P005081003743_Drosophila_kikkawai_part2_of3,0.77372,0.6923076923076923,2.722399502,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005095004731_Drosophila_setifemur_part1_of1,P005081003743_Drosophila_kikkawai_part3_of3,0.85931,0.7160493827160495,2.596109436,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005095004731_Drosophila_setifemur_part1_of1,P005081004694_Drosophila_kikkawai_part1_of1,0.86579,0.7049180327868853,2.697295785,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005095004731_Drosophila_setifemur_part1_of1,P005082012188_Drosophila_mauritiana_part1_of1,0.90067,0.1159999999999999,0.1506503569999999,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005095004731_Drosophila_setifemur_part1_of1,P005082012529_Drosophila_mauritiana_part1_of1,0.87584,0.7008196721311475,2.478434242,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005095004731_Drosophila_setifemur_part1_of1,P005083008909_Drosophila_melanogaster_part1_of1,0.91862,0.12,0.1545254999999999,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005095004731_Drosophila_setifemur_part1_of1,P005083008910_Drosophila_melanogaster_part1_of1,0.88543,0.6967213114754098,2.476460534,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005095004731_Drosophila_setifemur_part1_of1,P005084006084_Drosophila_miranda_part1_of1,0.89514,0.7049180327868853,2.336493078,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005095004731_Drosophila_setifemur_part1_of1,P005084006085_Drosophila_miranda_part1_of1,0.96369,0.176,0.2421394719999999,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005095004731_Drosophila_setifemur_part1_of1,P005085005288_Drosophila_mojavensis_part1_of1,0.8971,0.2409638554216867,0.396608459,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005095004731_Drosophila_setifemur_part1_of1,P005085005289_Drosophila_mojavensis_part1_of1,0.85267,0.6638655462184874,2.017646011,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005095004731_Drosophila_setifemur_part1_of1,P005086002813_Drosophila_navojoa_part1_of1,0.89815,0.2369477911646585,0.38170367,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005095004731_Drosophila_setifemur_part1_of1,P005086003013_Drosophila_navojoa_part1_of1,0.88246,0.654320987654321,1.980382613,Cluster_2,Cluster_1,Cluster_1_Cluster_2
